id,affected_count,total_amount,naic_sector,naic_national_industry,sector,breach_date,cause
435,29,2877,61,611210,Education,2017-07-14,Internal - Trusted Third Party (TTP)
436,4968,948354,55,551111,Management,2013-04-24,External - Former Consultant
437,689,3836702,52,522310,Financial,2017-10-17,External - Vendor
438,14,190287,61,611110,Education,2013-01-15,External - Hacktivist
439,17,20955,54,541611,Professional,2017-01-22,External - Terrorist
440,0,0,52,522110,Financial,2014-05-08,External - Terrorist
441,1,1678,54,541990,Professional,2013-01-26,Internal - Employee
442,1141,3155825,61,611420,Education,2016-06-19,External - Former Consultant
443,292417,42357,23,238210,Construction,2020-09-30,External - Other
444,1,1171461,42,423690,Trade,2017-11-24,Internal - Other
445,21390,97832,51,515120,Information,2017-04-09,External - Nation State
446,0,0,61,611310,Education,2011-04-02,External - Terrorist
447,10,2996,23,238210,Construction,2018-04-20,External - Former Consultant
448,12765,1030577,54,541110,Professional,2012-10-13,Internal - Consultant
449,1,30254,52,522130,Financial,2020-11-11,Internal - Other
450,4146,107108,61,611310,Education,2011-12-15,External - Former Consultant
451,5,331040,51,517311,Information,2016-10-10,Internal - Employee
452,21,184920,33,337910,Manufacturing,2011-04-12,External - Vendor
453,1,14710,56,561440,Administrative,2014-11-11,External - Other
454,2750,58137,56,561990,Administrative,2016-11-20,External - Other
455,0,0,92,921110,Public,2015-10-10,External - Hacktivist
456,7,210419,52,522110,Financial,2013-03-13,External - Nation State
457,1766,44048,23,236220,Construction,2011-04-17,External - Terrorist
458,3138,23584,31,315280,Manufacturing,2014-08-29,External - Other
459,3315,34644,92,921190,Public,2017-03-08,External - Other
460,636,550092,81,813410,Other,2019-05-02,Internal - Organization
461,3263225,33734101,61,611310,Education,2017-07-11,Internal - Organization
462,3067,27049,52,523910,Financial,2017-12-02,External - Criminal Organization
463,146,152122,72,722513,Hospitality,2016-08-18,External - Other
464,1,5694,52,523930,Financial,2020-07-01,External - Other
465,17,31658,54,541512,Professional,2016-02-26,Internal - Trusted Third Party (TTP)
466,323,195755,92,928120,Public,2013-05-14,External - Former Consultant
467,1009,7144273,42,423720,Trade,2016-07-14,External - Nation State
468,1214,93445,52,523120,Financial,2014-10-14,External - Former Employee
469,36,5054,44,442110,Retail,2020-10-25,External - Hacktivist
470,1111,84390,23,238210,Construction,2019-07-24,Internal - Employee
471,135,130587,52,523910,Financial,2012-10-16,Internal - Employee
472,31,658837,62,621111,Healthcare,2011-12-08,External - Nation State
473,388,2385458,92,922120,Public,2018-12-25,External - Other
474,0,0,51,517311,Information,2013-04-10,External - Criminal Organization
475,1328,294170,92,921110,Public,2017-05-23,External - Vendor
476,377,131422,92,921190,Public,2015-05-12,External - Criminal Organization
477,3,53145,72,721110,Hospitality,2017-10-13,NA
478,799,31130,52,523991,Financial,2012-09-27,External - Hacktivist
479,6,639592,92,926110,Public,2018-03-11,Internal - Employee
480,2,467,52,524210,Financial,2014-04-21,External - Terrorist
481,53,166887,56,561990,Administrative,2017-10-02,External - Other
482,3349,66502,55,551112,Management,2018-03-21,Internal - Trusted Third Party (TTP)
483,4173,345039,62,622110,Healthcare,2015-01-14,External - Former Consultant
484,3,3078662,51,515120,Information,2018-10-16,Internal - Employee
485,3,57665,52,522110,Financial,2015-08-07,Internal - Consultant
486,1,20341,56,561440,Administrative,2017-07-14,External - Former Consultant
487,11,20359,54,541512,Professional,2013-03-19,Internal - Other
488,3,22512,54,541611,Professional,2012-03-13,Internal - Employee
489,3,28983,54,541512,Professional,2014-02-27,Internal - Other
490,0,0,55,551112,Management,2011-07-06,Internal - Organization
491,0,0,52,522291,Financial,2014-09-07,External - Former Consultant
492,0,0,42,423990,Trade,2015-03-09,Internal - Trusted Third Party (TTP)
493,4,306985,53,531210,Real Estate,2012-05-12,Internal - Other
494,6,15875,54,541620,Professional,2017-07-05,NA
495,6,237,52,525910,Financial,2011-06-22,External - Vendor
496,63,5116780,53,531210,Real Estate,2011-04-02,External - Former Consultant
497,620,14663,48,483212,Transportation,2011-09-10,External - Other
498,62,12421,NA,NA,NA,2017-08-05,Internal - Organization
499,48,13255,52,523991,Financial,2017-09-22,Internal - Consultant
500,0,0,44,441110,Retail,2016-11-06,Internal - Employee
501,0,0,53,532289,Real Estate,2013-05-13,External - Terrorist
502,35,951387,52,524210,Financial,2013-07-17,Internal - Employee
503,0,0,NA,NA,NA,2017-05-15,External - Former Employee
504,175,3033,42,423320,Trade,2014-07-22,NA
505,112,125442,32,325411,Manufacturing,2020-10-29,Internal - Consultant
506,0,0,52,522298,Financial,2012-08-31,External - Former Employee
507,1032,686,54,541211,Professional,2013-08-26,External - Other
508,0,0,33,334418,Manufacturing,2017-07-12,Internal - Organization
509,4,553,56,561990,Administrative,2017-05-22,External - Former Consultant
510,1578,1497004,62,622110,Healthcare,2018-06-09,Internal - Employee
511,24,28116,71,711211,Entertainment,2013-06-10,NA
512,3,2968,51,518210,Information,2012-08-20,External - Other
513,1536,703222,48,488210,Transportation,2017-02-10,External - Other
514,0,0,51,511210,Information,2013-11-12,External - Former Employee
515,1086,10966583,45,452210,Retail,2016-01-03,Internal - Consultant
516,21,97585,81,813940,Other,2014-05-27,External - Former Employee
517,544,44850,54,541613,Professional,2016-11-14,External - Other
518,190559,619008,81,813312,Other,2019-11-01,Internal - Employee
519,0,0,51,517911,Information,2015-02-03,Internal - Other
520,3181,13271,56,561110,Administrative,2016-04-04,Internal - Trusted Third Party (TTP)
521,6269,3660824,52,523999,Financial,2012-12-20,External - Nation State
522,0,0,92,922110,Public,2017-05-11,External - Former Employee
523,19,140215,54,541890,Professional,2017-08-03,External - Hacktivist
524,3733,1271344,51,517311,Information,2019-08-26,External - Criminal Organization
525,405,1798562,92,921120,Public,2020-05-30,Internal - Employee
526,16,2031,81,813319,Other,2017-05-26,External - Nation State
527,0,0,62,624190,Healthcare,2020-12-21,Internal - Employee
528,65,272,61,611110,Education,2013-09-01,External - Vendor
529,2079,8205,62,621111,Healthcare,2014-07-27,External - Terrorist
530,53919,1185489,61,611210,Education,2015-07-20,NA
531,1,13932,61,611110,Education,2016-11-12,NA
532,33,21816,72,722511,Hospitality,2015-03-31,Internal - Organization
533,144,17979,42,424810,Trade,2012-12-16,Internal - Organization
534,74,399240,48,481111,Transportation,2018-11-26,Internal - Trusted Third Party (TTP)
535,69,155649,55,551112,Management,2012-07-15,Internal - Trusted Third Party (TTP)
536,117,3568,55,551112,Management,2020-06-20,Internal - Trusted Third Party (TTP)
537,0,0,51,515112,Information,2019-09-01,External - Former Employee
538,146,48141,53,531210,Real Estate,2018-12-28,Internal - Trusted Third Party (TTP)
539,35,371299,52,523930,Financial,2015-09-08,External - Hacktivist
540,17,2633,62,623990,Healthcare,2015-07-23,External - Terrorist
541,6,3581,49,492110,Transportation,2012-09-04,Internal - Consultant
542,18,20989,81,813910,Other,2013-10-17,Internal - Trusted Third Party (TTP)
543,67,3913,51,517312,Information,2012-12-07,External - Other
544,90471,1481640,51,517312,Information,2015-01-02,Internal - Consultant
545,423,1814486,55,551112,Management,2011-11-20,Internal - Employee
546,1,1374,51,519190,Information,2019-02-28,External - Former Consultant
547,2,159011,48,481212,Transportation,2019-06-27,Internal - Trusted Third Party (TTP)
548,1,1997,42,423940,Trade,2015-06-23,External - Vendor
549,5,90000,62,621111,Healthcare,2017-03-28,Internal - Other
550,658,7550902,NA,NA,NA,2020-07-21,External - Former Consultant
551,366,18021730,54,541511,Professional,2018-11-24,External - Terrorist
552,16,1658600,54,541511,Professional,2012-05-26,External - Hacktivist
553,1,1117,45,451110,Retail,2017-07-27,External - Nation State
554,123,70551,51,511210,Information,2014-10-22,Internal - Employee
555,1,1931638,54,541110,Professional,2011-10-18,External - Former Consultant
556,201,663946,52,524210,Financial,2011-06-13,NA
557,18,948,56,561611,Administrative,2011-06-16,External - Vendor
558,2,47097,92,921110,Public,2018-01-23,External - Criminal Organization
559,6,66828,42,424210,Trade,2016-11-07,Internal - Organization
560,8,1940216,56,561990,Administrative,2018-04-03,External - Vendor
561,3,1877,51,511120,Information,2018-11-13,Internal - Employee
562,0,0,54,541511,Professional,2014-11-05,NA
563,1,937624,56,561491,Administrative,2019-07-08,External - Hacktivist
564,876,26378548,23,236220,Construction,2011-08-15,Internal - Trusted Third Party (TTP)
565,5,195,44,448140,Retail,2014-08-28,External - Nation State
566,0,0,56,561990,Administrative,2016-11-21,NA
567,4241,742393,55,551112,Management,2016-07-25,External - Other
568,30,272787,56,561440,Administrative,2017-12-25,External - Terrorist
569,1,29898827,54,541110,Professional,2019-06-05,Internal - Organization
570,82,287283,71,711320,Entertainment,2019-10-01,External - Former Employee
571,3,37377,54,541213,Professional,2012-04-10,External - Criminal Organization
572,47347,69205,56,561990,Administrative,2011-02-22,Internal - Other
573,18,15351,54,541219,Professional,2014-06-15,External - Nation State
574,2,48663,54,541430,Professional,2016-08-07,Internal - Other
575,51,6128389,54,541850,Professional,2014-08-01,External - Terrorist
576,622,196213,54,541110,Professional,2011-02-19,External - Hacktivist
577,26,29273,56,561440,Administrative,2017-02-13,Internal - Trusted Third Party (TTP)
578,355,214719,81,812930,Other,2018-03-25,Internal - Trusted Third Party (TTP)
579,1128,1770169,62,622110,Healthcare,2016-01-20,Internal - Trusted Third Party (TTP)
580,0,0,62,621111,Healthcare,2014-05-01,External - Nation State
581,20059,204897,81,813990,Other,2016-12-07,External - Former Consultant
582,0,0,44,445110,Retail,2018-12-29,External - Terrorist
583,0,0,72,721110,Hospitality,2011-03-09,External - Other
584,0,0,54,541613,Professional,2020-02-18,Internal - Organization
585,12,11647,54,541211,Professional,2012-05-28,External - Nation State
586,28,72395,92,921110,Public,2018-05-23,External - Former Consultant
587,0,0,33,335210,Manufacturing,2014-10-02,External - Former Consultant
588,6176,816138,55,551112,Management,2019-03-28,Internal - Employee
589,1190,9828002,56,561320,Administrative,2018-09-09,Internal - Organization
590,4,2972910,61,611699,Education,2011-11-19,External - Other
591,334,679426,44,441110,Retail,2015-04-08,External - Former Employee
592,109300,2776412,52,524114,Financial,2016-05-12,External - Nation State
593,341,25444555,33,333131,Manufacturing,2014-11-29,External - Former Employee
594,244,4937,53,531210,Real Estate,2020-05-30,External - Nation State
595,4,85990,81,813990,Other,2019-07-20,External - Hacktivist
596,17,868464,51,519120,Information,2015-03-23,External - Former Consultant
597,0,0,56,561990,Administrative,2015-11-01,External - Nation State
598,6115,2105549,72,721110,Hospitality,2016-09-04,External - Former Employee
599,17,7945,56,561440,Administrative,2019-03-16,External - Vendor
600,19,4526,55,551112,Management,2019-10-05,Internal - Employee
601,119,739240,33,334413,Manufacturing,2015-12-06,Internal - Consultant
602,5,10027,81,813110,Other,2014-11-06,External - Other
603,10924,7734468,54,541611,Professional,2012-02-01,External - Criminal Organization
604,2,1204405,56,561990,Administrative,2020-06-15,External - Terrorist
605,144,195794,56,561990,Administrative,2018-05-20,External - Other
606,1,385416,44,441110,Retail,2012-10-28,External - Former Consultant
607,34,1793399,54,541611,Professional,2020-04-11,External - Vendor
608,33519,9433,56,561990,Administrative,2019-12-19,Internal - Organization
609,5,10884,62,621610,Healthcare,2013-11-13,External - Other
610,8157,10265593,71,713940,Entertainment,2014-09-21,External - Nation State
611,524,3315,62,624190,Healthcare,2017-02-28,Internal - Employee
612,943,3368756,54,541611,Professional,2016-01-27,Internal - Other
613,0,0,62,621999,Healthcare,2014-04-16,Internal - Employee
614,46,33103,31,312120,Manufacturing,2019-06-25,NA
615,54,320479,52,523930,Financial,2016-10-03,NA
616,0,0,56,561990,Administrative,2013-07-04,External - Former Consultant
617,1,492,33,339112,Manufacturing,2012-01-20,External - Other
618,22,191447,44,442291,Retail,2014-07-15,External - Nation State
619,3462,30348,92,921120,Public,2014-12-24,External - Criminal Organization
620,4,190822,61,611110,Education,2016-02-16,Internal - Employee
621,418843,189417,54,541110,Professional,2015-09-01,External - Nation State
622,6755,5340745,54,541110,Professional,2020-12-27,NA
623,175713,3188202,31,315240,Manufacturing,2018-04-24,Internal - Employee
624,3745758,22609971,71,713940,Entertainment,2015-06-26,External - Other
625,52,5750,53,532310,Real Estate,2011-09-15,Internal - Employee
626,1698,16009181,62,621111,Healthcare,2017-11-26,External - Vendor
627,2,181319,61,611110,Education,2019-07-31,External - Former Employee
628,5,8461,44,448150,Retail,2017-08-15,External - Vendor
629,16699,54539,56,561612,Administrative,2016-03-30,External - Criminal Organization
630,41,3198647,62,622110,Healthcare,2019-11-01,External - Hacktivist
631,3547,1028671,48,488119,Transportation,2016-02-20,External - Criminal Organization
632,12652,18401095,54,541110,Professional,2016-05-06,External - Vendor
633,5,1202,61,611310,Education,2020-05-14,External - Other
634,88,2141573,52,522320,Financial,2013-11-15,External - Hacktivist
635,960,5368,52,524298,Financial,2016-06-07,Internal - Other
636,121,421596,62,621999,Healthcare,2014-08-26,External - Vendor
637,4424,3942755,61,611210,Education,2019-12-19,External - Terrorist
638,10095,998960,54,541511,Professional,2012-12-13,External - Hacktivist
639,77,61286,42,423430,Trade,2011-06-23,Internal - Organization
640,2,756,92,921190,Public,2019-12-23,NA
641,49,3098,NA,NA,NA,2014-10-27,External - Hacktivist
642,2,24609,61,611110,Education,2018-09-20,External - Other
643,304712,732694,NA,NA,NA,2016-06-18,Internal - Other
644,4,3290,52,524113,Financial,2019-08-06,External - Terrorist
645,30218,6455301,42,424940,Trade,2017-07-04,Internal - Employee
646,12,289703,62,624190,Healthcare,2020-09-11,External - Vendor
647,1521,95565,51,518210,Information,2020-12-17,External - Nation State
648,0,0,56,561499,Administrative,2015-08-17,Internal - Trusted Third Party (TTP)
649,1,7086,44,443142,Retail,2017-07-07,Internal - Employee
650,1,52597,55,551112,Management,2014-08-12,Internal - Consultant
651,0,0,92,921110,Public,2015-12-27,External - Former Consultant
652,11,2791,45,453310,Retail,2012-03-02,Internal - Other
653,1,176567,52,522130,Financial,2019-12-28,External - Former Employee
654,11,88290,56,561990,Administrative,2018-11-02,NA
655,11,6104,61,611699,Education,2016-08-13,External - Nation State
656,5,5189,92,921190,Public,2016-07-25,External - Former Employee
657,0,0,32,327991,Manufacturing,2014-12-30,External - Hacktivist
658,13,6142,52,522291,Financial,2018-01-08,External - Terrorist
659,31,4603,62,621999,Healthcare,2017-05-19,Internal - Consultant
660,1305,45018,54,541310,Professional,2014-10-31,External - Other
661,965,183072,62,621111,Healthcare,2012-02-01,Internal - Organization
662,3,2977355,61,611110,Education,2019-03-22,External - Vendor
663,250,38122,52,524126,Financial,2015-11-20,External - Terrorist
664,0,0,54,541110,Professional,2019-04-24,Internal - Organization
665,189,556909,56,561990,Administrative,2015-11-07,External - Other
